poem_name,poem_meter,poem_content,line_count
تدل عليه عبقة هاشمية,طويل,"تدلُّ عليه عبْقةٌ هاشميَّةٌ
يصوغُ اذا تُتلى المناقبُ طيبُها
تأرَّجَ منها الدهرُ حتى كأنها
شفوفُ عروسٍ رادعاتٌ جيوبُها
قطوبٌ اذا الفحشاء ندَّتْ وباسمٌ
اذا ما صروف الدهر راعَ قطوبها
اذا شبَّت الهيجاءُ فهو كميُّها
واِن ضاقتِ الأقوالُ فهو خطيبُها
منيع الحمى والعِرض بالبأس والندى
بَذولُ سَنايا الأعطياتِ وَهوبُها
هنَتْك القوافي يابن عمِّ محمَّدٍ
مَعيبٌ ومذمومٌ بها منْ يَعيبُها
فكم جهْلَةٍ من جاهلٍ بمقالتي
أمُرُّ عليها ضاحكاً لا أُجيبُها
على ثقةٍ أني المُشارُ وأنني
بديعُ المعاني الرائقاتِ غَريبُها
تقاصرتِ الأفهامُ عنها نفاسَةً
فجاهلُها ذو غِرَّةٍ وأديبُها
ألا انَّ قولي فيك شمسُ ظَهيرةٍ
على الناسِ أعيْا مثلُها وضُروبُها
عليك وقاءُ اللهِ ما ذَرَّ شارقٌ
وما حانَ من شمس النَّهار غُروبها",11
أجد بأحياء الجميع بكور,طويل,"أَجَدَّ بِأَحياءِ الجَميعِ بَكورُ
وَبانَ الأَخِلّاءُ الَّذينَ تَزورُ
وَشَقَّ عَصا الجيرانِ يَومَ تَرَحَّلوا
نَوىً بِالكُلَيبِيّاتِ عَنكَ تَجورُ
بَراعَةُ مَكروهٍ مِنَ البَينِ لَم يَكُن
لَها دونَ تَكديرِ الصَفاءِ نَكيرُ
مُحِبٌّ أَتاها أَنَّ ما بَينَ بيشَةٍ
وَنَجرانَ مُخضَرُّ الجَنابِ مَطيرُ
أَيَذهَبُ عَقلي بَعدَ عِلمي وَإِن عَلا
عِذارِيَ مِن بَعدِ المَشيبِ قَتيرُ
وَمُستَجهِلي بَعدَ التَحَلُّمِ نِسوَةٌ
أَشارَ بِلَيلى نَحوَهُنَّ مُشيرُ
تَعَوَّدنَ قَتلَ المُسلِمينَ كَأَنَّما
لَهُنَّ دِماءُ المُسلِمينَ طُهورُ
وَقُلنَ تَزَوَّج وَاِرعَ ما كانَ بَينَنا
أَجارَكَ مِن رَيبِ الزَمانِ مُجيرُ
أَرَدنَ بَلائي ما قَضَينَ لُبانَةً
فَقَد غارَ أَو كادَ النُجومُ تَعورُ",9
أجيراننا كيف السبيل وقد غدت,طويل,"أَجِيرانَنا كَيفَ السَّبيلُ وَقَد غَدَت
ديارُكُمُ تَزدادُ من دارِنا بُعدا
أَحنُّ إِليكُم والَمهامِهُ بَيننَا
وَشَحطُ النَّوى قَد قَدَّني سَيفُهُ قَدَّا
وَلي مُهجَةٌ قَد غَيَّرَ الشَّوقُ رَسمَها
يَذوبُ بِها دَمعٌ غَدا ماؤُهُ وِردا
وَقَلبٌ إِذا هَبَّ النَّسيمُ يَزيدُهُ
غَراماً غَدا من حَرِّ ذِكرِكُمُ وَقدا
إِذا لاحَ بَرقُ الشَّامِ فالدَّمعُ هاطِلٌ
عَلَيكُم وَقَلبي لا يَقِرُّ ولا يَهدا
وأَذكُرُ أَيَّامُ الوِصال وَلَيتَها
تَعودُ ولا نُحصي لساعاتِها عَدَّا
وَيُصبِحُ ثَغرُ الزَّهرِ بالقُربِ بِاسِماً
وَنَعدَمُ ما عِشنا القَطيعَةَ والصَّدَّا",7
وقفت وفي قلبي ضرام من الأسى,طويل,"وقفت وفي قلبي ضرام من الأسى
ودمعي من وجدٍ دماً يتحدر
أودع من أهوى وقد أزمع النوى
وكبدي قد كادت جوى تتفطر
فقلت حبيبي أي قصد نويته
فقد كنت من هذا وحقك أحذر
لحى الله يوم البين ماذا ألم بي
ولا فاز من عن حبه يتصبر",4
ألا حبذا شجراء جلق عريت,طويل,"أَلاَّ حبَّذا شجراء جِلَّق عُرِّيَتْ
من الحَلْي أوْ لم تَعْرَ فهيَ على السَوَا
فإِنْ تكتس فالحالُ لا شك بيِّنٌ
وإِنُ عُريتْ أغْرَتْ فؤادَكَ بالجوى
أَلمْ تَرها تحكي نحافةَ عاشِقٍ
فتذكر بالمحبوبِ من كانَ ذا هوى",3
لعمري لقد قاد ابن أحوز قودة,طويل,"لَعَمري لَقَد قادَ اِبنُ أَحوَزَ قَودَةً
بِها ذَلَّ لِلإِسلامِ كُلُّ طَريقِ
ثَنَيتَ ذُكورَ الخَيلِ مِن أَهلِ واسِطٍ
وَكُلَّ مُفَدّاةِ الرِهانِ سَبوقِ
حَوافِيَ يُحذَينَ الحَديدَ كَأَنَّها
إِذا صَرَّخَ الداعي كِلابُ سَلوقِ
جَعَلنا بِقِندابيلَ بَينَ رُؤوسِهِم
وَأَجسادِهِم شَهباءَ ذاتَ خُروقِ
بِكُلِّ مُضيءٍ كَالهِلالِ وَفَخمَةٍ
لَها غَبيَةٌ مِن عارِضٍ وَبُروقِ
وَشَهباءَ قادَتها صَناديدُ فِتنَةٌ
نَطَحنا فَأَمسَت غَيرَ ذاتِ فُتوقِ",6
ألا يا اسلمي على الحوادث فاطما,طويل,"أَلا يا اِسلَمي عَلى الحَوادِثِ فاطِما
فَإِن تَساليني فَاِسأَلي بي عالِما
غَدَونا إِلَيهِم وَالسُيوفُ عِصِيُّنا
بِأَيمانِنا نَفلي بِهِنَّ الجَماجِما
لَعَمري لَأَشبَعنا ضِباعَ عُنَيزَةٍ
إِلى الحَولِ مِنها وَالنُسورَ القَشاعِما
تُمَكَّكُ أَطرافَ العِظامِ غُدَيَّةً
وَتَجعَلَهُنَّ لِلأُنوفِ خَواطِما
وَمُستَلَبٍ مِن دِرعِهِ وَسِلاحِهِ
تَرَكنا عَلَيهِ الذِئبَ يَنهَسُ قائِما
فَأَمّا أَخو قُرطٍ فَلَستُ بِساخِرٍ
فَقولا أَلا يا أَسلَم بِمُرَّةَ سالِما",6
على كبدي تهمي السحاب وتذرف,طويل,"على كَبدي تَهمي السَّحابُ وَتَذرفُ
وَمِن جَزعي تَبكي الحمامُ وَتَهتفُ
كَأَنَّ السَّحابَ الواكِفاتِ غَواسِلي
وَتِلكَ عَلى فَقدي نَوائحُ هُتَّفُ
ألا ظَعنت لَيلى وَبان قطينُها
وَلكنَّني باقٍ فَلوموا وَعَنِّفوا
وَآنستُ في وَجه الصَّباح لِبَينها
نحولا كَأَنَّ الصُّبحَ مثليَ مُدنَفُ
وَأقربُ عَهدٍ رَشفَةٌ بَلَّتِ الحشا
فَعادَ شِتاءً بارِداً وَهوَ صَيِّفُ
وَكانَت عَلى خَوفٍ فَوَلَّت كَأَنَّها
مِن الرِّدفِ في قيد الخَلاخلِ تَرسفُ
وَأَهدَت سَلاماً عَن بنانٍ كَأَنَّها
التماعاً وَوحياً بارِقٌ مُتَخَطِّفُ
بمعصمِ كافورٍ بَياضاً تُكِنُّهُ
بِغاليةٍ مِن صِبغِهِ وَتُطَرِّفُ",8
إذا مت فادفني إلى أصل كرمة,طويل,"إذا مُت فادفِنّي إِلى أصلِ كَرمَةٍ
تروّي عظامي في التراب عروقُها
ولا تَدفِنَنّي بالفلاةِ فإنّني
أخافُ إذا ما مُتُّ أن لا أذوقُها
أُباكِرُها عند الشروقِ وتارةً
يُعاجلني بعد العشيّ غَبوقُها
وللكأسِ والصهباءِ حقُّ منعَّمٍ
فمن حقّها أن لا تُضاعَ حُقُوقُها
أقوِّمُها زِقاً بِحِقِّ بِذاكُمُ
يُساقُ الينا تَجرُها ونَسوقُها
وعندي على شُربِ العُقارِ حَفيظةٌ
إذا ما نِساءُ الحيّ ضاقت حُلُوقُها
وأُعجِلنَ عن شدِّ المآزر وُلَّها
مُفَجّعةَ الأصواتِ قد جَفَّ ريقُها
وأمنعُ جارَ البيتِ مما ينوبُهُ
وأكرِمُ أضيافاً قِراها طُروقُها",8
أتاني سنان بالوداع لمؤمن,طويل,"أَتاني سِنانٌ بِالوَداعِ لِمُؤمِنٍ
فَقُلتُ لَهُ إِنّي إِلى اللَهِ راجِعُ
وَكَيفَ بُكائي مُؤمِناً وَلَقَد أَرى
بِأَنّي لَهُ يا نَفسُ لا بُدَّ تابِعُ
أَلا أَيُّها الحاثي عَلَيهِ تُرابَهُ
تَعِستَ وَشَلَّت مِن يَدَيكَ الأَصابِعُ
يَقولونَ لا تَجزَع وَأَظهِر جَلادَةً
فَكَيفَ بِما تَحنى عَلَيهِ الأَضالِعُ",4
وما أم خشف ظل يوما وليلة,طويل,"وما أُمُّ خِشْفٍ ظَلَّ يوماً وليلةً
ببَلْقَعةٍ بَيْداءَ ظَمْآنَ صادِيَا
تَهيمُ فلا تَدْري إلى أين تَنتهي
مولهَّةً حَيْرَى تَجُوبُ الفَيافِيا
أَضَرَّ بها حَرُّ الهَجِير فلَمْ تَجِدْ
لِغُلتَّها مِنْ بارِدِ الماءِ شافِيا
فلمّا دنتْ من خِشْفِها انعطفتْ له
فألفَتْه ملهوفَ الجَوانحِ طاوِيا
بأَوْجَعَ مِنَّي يومَ شدُّوا رِحالَهمْ
ونادَى منادي الحيِّ أن لا تَلاقِيا",5
وزائرة وافت فأجللت خدها,طويل,"وزائرةٍ وافتْ فأجللتُ خَّدها
وقبَّلتُ إِكراماً لموردِها الأرضَا
فيا زورةً جاءت على غير موعدٍ
فقرَّتْ عيونٌ واشتفتْ أنفسٌ مرضى
أتت وجنودُ الحُسْنِ دونَ لثامها
فنحَّتْهُ بالكفينِ تعرِضُهمْ عَرْضَا
فلم أرَ إِلّا ما ألَذُّ وأشتهِي
ولم يكُ إلا ما أوَدُّ وما أرضَى
على أنها ولَّتْ ولم أقضِ سُنَّةً
من الوطرِ الممطولِ نَفْلاً ولا فَرْضا
وما سوَّغَتْنَا ليلةَ الوَصْلِ قرضَها
إِلى أنْ بدَا الإِصباحُ يرتجِعُ القرضَا",6
إذا أنا وافاني حمامي ومضجعي,طويل,"إِذا أَنا وافاني حِمامي وَمَضجَعي
وَسُوّي عَلَيَّ جَندَلٌ وَكَثيبُ
فَكُلُّ وَفاءٍ عِندَ ذَلِكَ مَيِّت
وَكُلُّ رَجاءٍ عِندَ ذاكَ يَخيبُ
وَكُلُّ سِنانٍ في الأَنامِ وَلَهذَمٍ
وَمَسرودَةٍ وَجداً عَلَيَّ تَذوبُ",3
هل أنت أمير المؤمنين فإنني,طويل,"هَلَ أَنتَ أَميرَ المُؤمِنينَ فَإِنَّني
بِوُدِّكَ مِن وُدِّ العِبادِ لَقانِعُ
مُتَمِّمُ أَجرٍ قَد مَضَى وَصَنيعَةٍ
لَكُم عِندَنا أَو ما تُعَدُّ الصَنائِعُ
فَكَم مِن عَدُوٍّ سائِلٍ ذِي كُشاحَةٍ
وَمُنتَظِرٍ بِالغَيبِ ما أَنتَ صانِعُ",3
لقاؤك يا عبد الإله هو الشفا,طويل,"لِقَاؤُكَ يا عَبدَ الإِلهِ هُوَ الشِّفَا
لِنَفسَى مِن دَاءٍ لَهُ في الحَشَا إختَفَا
تَنَائِيكَ عني أكسَبَ القَلبَ لَوعَةً
تُذِيبَ الصَّفَا إِنَّ النَّوَى لَيسَ مُنصِفَا
ولَم أستَطِب مِن بَعدِكَ لَذَّةً
ولَم أُرَ إِلاَّ حَائِراً مُتَأسِّفَا
وَبعدَكَ مَا سَامَرتُ مِن ذِى قَرِيحَةٍ
يُوَافِقُ طَبعِى مُنشِداً ومُؤلِّفَا
وتَسقِيني الأخلاَقُ مِنهُ مُعَتَّقاً
مِنَ الخَمرِ مُلذُوذَ الطَّوِيَّةِ قَرقَفَا
وَإِن رَامَ إنشَاءَ القَوَافي تَرَاهُ في
عَوَاصِى القَوافي حَاكِماً مُتَصَرِّفَا
وَيدعو إِلَى العَليَا وَينهَى عَنِ الخَنَا
ويَقفُو النبي المُصطفي ومَن اصطفي
ويُنهِضُ حَالِى حَالُهُ ولِسَانُهُ
يُرَوِّضُ بِه رَوضَ القُلُوبِ التَّصَوُّفا
لَحَا اللهُ أجلاَفاً يَخَالُونَ أنَّهُم
كِرَامٌ على أنَّ الزَّمَانَ لَهُم صَفَا
ولم تَكُ في دِينٍ ولا في مُرُوءَةٍ
لَهُم هِمَّةٌ بَل هَمُّهم شِدَّةُ الجَفَا
وكُلُّهُمُ لَم يَدرِ حَرفاً وعِندَهُم
سَفِيهٌ أخُو التَّقَوَى ومَن خَطَّ أَحرُفَ",11
سرى البرق من نجد فهيج لي شجوي,طويل,"سرى البرق من نجد فهيج لي شجوي
فهل من سبيل ما إلى العلم العلوي
إلى الملأ الأعلى إلى القرب واللقا
إلى طور سيناها إلى الشطر والنحو
فحيا الحيا نجداً وحيا روعها
بسحماء تهمي لا تعاجل بالصحو
وسحابة الأذيال من كل نسمة
معنبرة والليل يزمع أن يقوى
وهتافة ورقاء في عذباتها
تذكر عهداً كان والغصن لم يذو
فآه على الأحباب بالحي إذ غدوا
وراحوا وما منهم على الحي من يلوي
فهل عودة للنازجينن إلى الحمى
ومن وردهم أروى ومن فضلهم أروى
ويحيا بهم ميت الصبابة والجوى
من القلب والجسم المشبه بالجو
إذا انتسخت أيامه الاء قد خلت
ومرت كمر الوحش ينفر في الدو
بكاها بدمع مخضب لخدوده
كما تخضب الغبراء من صيب النو
وقد كان ما قد كان يا قلب فاصطبر
وسلم لرب العرش تعط الذي تنوي
ففيه تعالى مجده وجلاله
غنى عن جميع الكائنات وما تحوي",12
بفطنتك الأمثال في مصر تضرب,طويل,"بِفطنتك الأَمثال في مَصر تُضرَبُ
وَرَأيك أَرقى في الأُمور وَأَصوَبُ
وَأَنتَ رِياضٌ واحد العَصر في الذَكا
وَنجمُك في أُفق الفَراسة كَوكَب
وَعَنك عَليّ قَد رَوى وَهُوَ صادق
حَديثاً بِهِ شَمس المَعارف تُحجَب
حَديثاً رَواهُ اللَيث عَنكَ كَما جَرى
وَوافقه الراوي وَذَلِكَ أَعجَب
وَما كانَ ظَني في مَعاليك أَنَّني
أُقاس بِمَن في جَهلِهِ يَتَقَلَّب
وَيا لَيتَهُ جَهل بَسيط بِهِ نَشا
وَلَكنهُ جَهلٌ جَسيمٌ مركَّب
فَما لي وَقَد جرَّبتني غَير مَرة
أَرى مِنكَ ما يَقضي بِخفضي وَيوجب
أَمن أَجل بَعض الناس عاقبتني بِما
إِليّ شَراب المَوت عَنهُ مُحبَّب
أحاشيك مِن جورٍ وَعدلُك شاملٌ
وَأَنتَ عَن الإضرار بِالخَلق تَرغَب",9
